Transcript_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g4592.t1	11	14	4	4	11	4	4	4
g4593.t1	0	0	3	3	5	0	0	0
g4594.t1	15	10	25	25	14	16	8	8
g4595.t1	0	0	0	0	0	0	0	0
g4596.t1	55	28	46	46	30	49	46	46
g4596.t2	0	0	0	0	0	0	0	0
g4597.t1	0	0	0	0	0	0	0	0
g4598.t1	0	0	0	0	0	0	0	0
g4599.t1	0	0	1	1	0	0	0	0
g46.t1	0	0	0	0	3	0	7	7
g460.t1	0	0	0	0	0	0	0	0
g460.t2	0	24	0	0	17	14	0	0
g460.t3	13	4	15	15	3	0	8	8
g4600.t1	6	0	11	11	4	8	0	0
g4601.t1	0	0	0	0	4	0	0	0
g4602.t1	0	0	0	0	0	0	0	0
g4602.t2	0	0	0	0	0	0	0	0
g4602.t3	0	0	0	0	0	0	0	0
g4603.t1	0	0	0	0	0	0	0	0
g4604.t1	0	0	0	0	0	0	0	0
g4605.t1	0	0	0	0	0	0	0	0
g4606.t1	0	0	0	0	0	0	0	0
g4607.t1	0	0	0	0	2	0	0	0
g4608.t1	0	0	0	0	0	0	0	0
g4609.t1	0	0	0	0	0	0	0	0
g461.t1	8	14	9	9	8	10	14	14
g4610.t1	8	0	0	0	10	0	0	0
g4611.t1	0	0	0	0	0	0	0	0
g4612.t1	12	0	7	7	0	11	10	10
g4613.t1	0	2	6	6	0	0	0	0
g4614.t1	0	0	0	0	0	0	2	2
g4614.t2	0	0	0	0	0	0	0	0
g4615.t1	0	0	0	0	0	0	0	0
g4615.t2	0	0	0	0	0	0	0	0
g4615.t3	9	0	0	0	0	0	0	0
g4616.t1	0	0	0	0	0	6	0	0
g4617.t1	0	0	0	0	0	0	0	0
g4618.t1	0	0	0	0	0	0	0	0
g4619.t2	14	18	8	8	28	20	18	18
g462.t1	0	0	0	0	0	0	0	0
g4620.t1	0	0	0	0	0	0	0	0
g4621.t1	11	8	0	0	0	13	10	10
g4622.t1	0	0	0	0	4	0	0	0
g4623.t1	15	16	8	8	12	13	5	5
g4624.t1	0	0	0	0	7	0	2	2
g4625.t1	8	4	6	6	0	0	6	6
g4626.t1	16	25	20	20	17	39	19	19
g4627.t1	8	5	0	0	2	6	0	0
g4628.t1	0	0	0	0	0	0	0	0
g4629.t1	0	3	0	0	0	1	0	0
g463.t1	6	4	11	11	0	6	8	8
g4630.t1	0	0	0	0	4	0	6	6
g4631.t1	0	0	0	0	2	0	0	0
g4632.t1	25	12	6	6	12	10	9	9
g4633.t1	0	0	0	0	0	0	0	0
g4634.t1	2	0	0	0	4	0	2	2
g4635.t1	0	0	0	0	0	0	0	0
g4636.t1	0	0	0	0	0	0	0	0
g4637.t1	0	4	0	0	2	0	0	0
g4638.t1	0	4	0	0	3	0	0	0
g4639.t1	0	0	0	0	0	0	0	0
g464.t1	0	2	0	0	0	0	0	0
g4640.t1	0	0	0	0	0	0	0	0
g4641.t1	0	0	0	0	0	0	0	0
g4641.t2	0	0	0	0	0	0	0	0
g4642.t1	32	43	39	39	29	25	26	26
g4643.t1	0	0	0	0	0	0	0	0
g4643.t2	0	7	0	0	8	4	0	0
g4644.t1	0	0	3	3	0	0	0	0
g4644.t2	0	0	0	0	0	0	0	0
g4645.t1	4	0	0	0	0	0	0	0
g4646.t1	6	0	6	6	0	4	0	0
g4647.t1	0	2	0	0	2	2	0	0
g4648.t1	0	4	0	0	5	3	11	11
g4649.t1	0	5	0	0	0	0	0	0
g465.t1	7	8	5	5	0	0	0	0
g4650.t1	0	0	0	0	0	0	0	0
g4651.t1	0	0	0	0	0	0	0	0
g4652.t1	0	5	0	0	9	0	2	2
g4653.t1	15	20	4	4	14	18	8	8
g4654.t1	0	0	0	0	2	0	0	0
g4655.t1	0	4	0	0	0	4	0	0
g4656.t1	0	0	22	22	14	7	11	11
g4656.t2	0	0	5	5	2	3	0	0
g4656.t3	0	14	0	0	0	0	0	0
g4656.t4	0	0	0	0	0	0	0	0
g4657.t1	0	0	0	0	0	0	0	0
g4657.t2	0	0	0	0	0	0	0	0
g4658.t1	0	0	0	0	0	0	0	0
g4658.t2	0	0	0	0	0	0	0	0
g4659.t1	0	16	12	12	8	14	8	8
g466.t1	2	0	0	0	0	0	0	0
g4660.t1	0	0	0	0	0	0	0	0
g4660.t2	4	7	2	2	4	15	13	13
g4661.t1	0	0	0	0	0	0	0	0
g4661.t2	7	6	0	0	3	6	0	0
g4662.t1	0	0	0	0	0	6	0	0
g4662.t2	9	10	4	4	0	1	0	0
g4663.t1	0	0	0	0	0	0	0	0
g4664.t1	0	0	0	0	0	0	0	0
g4665.t1	0	0	0	0	0	0	0	0
g4666.t1	0	0	0	0	0	0	0	0
g4667.t1	0	0	0	0	0	0	0	0
g4668.t1	0	0	0	0	0	0	0	0
g4669.t1	0	0	0	0	0	0	0	0
g467.t1	2	2	0	0	0	2	0	0
g4670.t1	8	4	12	12	0	2	4	4
g4671.t1	0	0	0	0	0	0	0	0
g4672.t1	8	11	4	4	0	0	0	0
g4673.t1	0	0	0	0	0	0	0	0
g4674.t1	23	24	13	13	17	22	28	28
g4675.t1	0	8	0	0	0	0	0	0
g4675.t2	0	0	0	0	0	0	0	0
g4675.t3	6	0	10	10	7	8	0	0
g4675.t4	0	0	0	0	0	0	0	0
g4676.t1	0	0	0	0	4	0	0	0
g4676.t2	0	0	0	0	0	0	0	0
g4676.t3	0	0	0	0	0	0	0	0
g4676.t4	0	0	0	0	2	0	0	0
g4676.t5	0	0	0	0	0	0	0	0
g4676.t6	0	0	0	0	0	0	0	0
g4676.t7	0	0	0	0	0	0	0	0
g4677.t1	9	6	12	12	7	12	2	2
g4677.t2	0	0	0	0	0	0	0	0
g4678.t1	0	0	0	0	0	0	0	0
g4678.t2	0	0	0	0	0	0	0	0
g4679.t1	7	4	6	6	8	11	11	11
g468.t1	4	0	2	2	8	0	4	4
g4680.t1	0	0	3	3	0	0	0	0
g4681.t1	0	0	0	0	0	0	0	0
g4681.t2	4	24	10	10	0	5	10	10
g4682.t1	0	0	0	0	0	0	0	0
g4682.t2	5	6	3	3	14	6	4	4
g4683.t1	105	81	125	125	119	141	137	137
g4683.t2	290	308	236	236	240	279	297	297
g4684.t1	25	43	36	36	38	36	37	37
g4685.t1	0	0	0	0	4	0	0	0
g4686.t1	0	0	0	0	0	0	0	0
g4686.t2	0	0	0	0	0	0	0	0
g4687.t1	3	4	6	6	8	4	17	17
g4688.t1	0	0	0	0	0	0	0	0
g4689.t1	0	0	0	0	0	0	0	0
g4689.t2	0	0	0	0	0	0	0	0
g4689.t3	0	0	0	0	0	0	0	0
g469.t1	0	0	0	0	0	0	0	0
g4690.t1	2	0	3	3	4	3	6	6
g4691.t1	0	0	0	0	0	0	0	0
g4691.t2	0	5	0	0	5	0	0	0
g4691.t3	0	0	0	0	0	0	0	0
g4691.t4	0	0	0	0	0	0	0	0
g4691.t5	0	0	0	0	0	0	0	0
g4692.t1	0	0	0	0	0	0	0	0
g4692.t2	0	0	0	0	0	0	0	0
g4692.t3	11	8	6	6	8	0	2	2
g4692.t4	0	0	0	0	0	0	0	0
g4693.t1	249	170	146	146	162	165	150	150
g4694.t1	9	11	8	8	16	0	0	0
g4694.t2	0	0	0	0	0	11	0	0
g4695.t1	5	0	10	10	7	4	6	6
g4695.t2	0	0	0	0	0	0	0	0
g4696.t1	0	0	0	0	0	0	0	0
g4697.t1	24	14	14	14	18	12	8	8
g4698.t1	0	0	0	0	0	0	0	0
g4698.t2	0	0	0	0	0	0	0	0
g4699.t1	11	2	4	4	4	0	8	8
g47.t1	0	2	0	0	0	2	0	0
g470.t1	0	0	0	0	5	0	0	0
g4700.t1	0	0	0	0	0	0	0	0
g4701.t1	0	2	0	0	7	0	0	0
g4701.t2	29	10	24	24	17	13	19	19
g4702.t1	2	9	0	0	0	0	0	0
g4703.t1	14	10	15	15	0	8	5	5
g4704.t1	0	0	4	4	4	3	7	7
g4705.t1	0	0	0	0	0	0	0	0
g4706.t1	0	0	0	0	0	0	0	0
g4707.t1	0	0	0	0	4	0	0	0
g4708.t1	0	0	0	0	0	0	0	0
g4708.t2	3	4	6	6	4	0	0	0
g4709.t1	0	0	0	0	0	0	0	0
g471.t1	0	6	0	0	0	5	8	8
g4710.t1	0	0	0	0	0	0	0	0
g4711.t1	0	0	0	0	0	0	0	0
g4712.t1	0	1	0	0	0	0	0	0
g4713.t1	0	0	0	0	0	0	0	0
g4713.t10	0	0	0	0	0	0	0	0
g4713.t11	0	0	0	0	0	0	0	0
g4713.t12	0	0	0	0	0	0	0	0
g4713.t13	0	0	0	0	0	0	0	0
g4713.t14	0	0	0	0	0	0	0	0
g4713.t15	0	0	0	0	0	0	0	0
g4713.t2	0	0	0	0	0	0	0	0
g4713.t3	2	0	0	0	0	0	0	0
g4713.t4	96	116	119	119	120	109	128	128
g4713.t5	0	0	0	0	0	0	0	0
g4713.t6	0	0	0	0	0	0	0	0
g4713.t7	0	0	0	0	0	0	0	0
g4713.t8	0	0	0	0	0	0	0	0
g4713.t9	0	0	0	0	0	0	0	0
g4714.t1	0	5	6	6	0	0	0	0
g4715.t1	0	0	2	2	12	4	0	0
g4716.t1	0	0	0	0	0	0	0	0
g4716.t2	0	0	4	4	0	8	2	2
g4717.t1	0	0	0	0	0	0	0	0
g4717.t2	0	0	0	0	0	0	0	0
g4718.t1	0	0	0	0	0	0	0	0
g4719.t1	0	0	0	0	0	0	0	0
g472.t1	2	0	0	0	2	2	0	0
g4720.t1	0	0	0	0	0	0	0	0
g4721.t1	0	0	0	0	4	0	0	0
g4722.t1	3	0	0	0	4	5	0	0
g4723.t1	0	0	0	0	0	0	0	0
g4724.t1	0	0	0	0	0	0	0	0
g4724.t2	0	0	0	0	0	0	0	0
g4724.t3	0	0	0	0	0	0	0	0
g4724.t4	0	0	0	0	0	0	0	0
g4725.t1	27	12	11	11	27	25	22	22
g4726.t1	4	5	0	0	0	0	0	0
g4727.t1	2	2	8	8	4	10	0	0
g4728.t1	0	4	0	0	0	0	0	0
g4729.t1	34	21	28	28	18	20	12	12
g473.t1	0	0	2	2	0	0	0	0
g4730.t1	5	0	2	2	6	7	0	0
g4730.t2	0	0	0	0	0	0	0	0
g4730.t3	0	0	0	0	0	0	0	0
g4730.t4	0	0	0	0	0	0	0	0
g4731.t1	0	0	0	0	0	0	0	0
g4732.t1	6	9	4	4	10	13	4	4
g4733.t1	4	0	5	5	0	0	0	0
g4734.t1	4	0	0	0	0	2	17	17
g4735.t1	2	2	5	5	0	0	2	2
g4736.t1	8	0	3	3	0	6	0	0
g4737.t1	4	11	7	7	0	18	0	0
g4738.t1	0	0	0	0	0	0	0	0
g4738.t2	0	0	0	0	0	0	0	0
g4738.t3	0	0	0	0	0	0	0	0
g4738.t4	0	0	0	0	0	0	0	0
g4738.t5	0	0	0	0	0	0	0	0
g4739.t1	13	30	0	0	10	4	20	20
g474.t1	0	4	2	2	4	2	0	0
g4740.t1	0	0	0	0	0	2	2	2
g4741.t1	0	1	2	2	2	3	0	0
g4742.t1	0	0	0	0	0	0	0	0
g4743.t1	0	0	0	0	0	0	0	0
g4744.t1	4	0	0	0	0	0	2	2
g4745.t1	0	0	0	0	0	0	0	0
g4745.t2	12	0	0	0	0	0	8	8
g4745.t3	0	0	0	0	0	0	0	0
g4746.t1	79	88	102	102	60	71	51	51
g4747.t1	0	0	0	0	0	0	0	0
g4748.t1	70	79	60	60	83	56	62	62
g4749.t1	6	8	14	14	18	17	10	10
g475.t1	3	2	0	0	0	0	4	4
g4750.t1	11	10	0	0	0	0	11	11
g4751.t1	0	0	0	0	0	0	0	0
g4752.t1	0	0	0	0	0	0	0	0
g4753.t1	0	0	3	3	0	0	0	0
g4754.t1	0	0	0	0	0	2	2	2
g4755.t1	0	0	3	3	4	6	0	0
g4755.t2	0	0	0	0	0	0	0	0
g4756.t1	14	11	24	24	12	6	10	10
g4757.t1	0	0	0	0	0	0	0	0
g4758.t1	0	0	0	0	0	0	0	0
g4759.t1	26	34	16	16	16	18	26	26
g476.t1	0	0	0	0	0	0	0	0
g4760.t1	0	2	0	0	0	0	0	0
g4761.t1	18	18	16	16	13	24	16	16
g4762.t1	0	0	0	0	0	0	0	0
g4763.t1	0	0	0	0	0	0	0	0
g4763.t2	8	4	0	0	6	11	0	0
g4764.t1	0	4	0	0	0	7	0	0
g4765.t1	0	7	0	0	7	4	0	0
g4766.t1	0	0	0	0	0	2	0	0
g4766.t2	0	0	0	0	0	0	0	0
g4767.t1	0	0	0	0	0	0	0	0
g4768.t1	0	0	0	0	0	0	0	0
g4768.t2	0	4	0	0	0	0	0	0
g4769.t1	0	0	0	0	0	0	0	0
g477.t1	0	2	0	0	0	0	0	0
g4770.t1	8	10	5	5	3	9	6	6
g4770.t2	0	3	0	0	6	0	0	0
g4771.t1	0	0	0	0	0	0	0	0
g4772.t1	0	0	0	0	0	0	0	0
g4773.t1	5	0	0	0	0	0	2	2
g4774.t1	130	110	70	70	127	100	80	80
g4775.t1	2	0	0	0	0	5	0	0
g4775.t2	3	7	0	0	0	0	0	0
g4776.t1	6	0	6	6	4	0	0	0
g4777.t1	4	0	6	6	0	7	0	0
g4778.t1	0	0	0	0	0	0	0	0
g4779.t1	0	0	0	0	0	0	0	0
g478.t1	0	0	0	0	0	0	0	0
g4780.t1	0	8	0	0	6	14	0	0
g4780.t2	0	0	0	0	0	0	0	0
g4781.t1	3	0	3	3	0	0	0	0
g4782.t1	0	0	0	0	0	0	0	0
g4782.t2	0	0	1	1	0	5	0	0
g4783.t1	0	2	0	0	10	4	4	4
g4784.t1	12	21	27	27	31	15	0	0
g4784.t2	0	0	9	9	0	0	0	0
g4784.t3	0	9	16	16	12	0	43	43
g4785.t1	14	11	16	16	3	10	10	10
g4785.t2	0	0	0	0	12	0	0	0
g4786.t1	34	18	19	19	24	41	15	15
g4787.t1	0	0	0	0	0	0	0	0
g4788.t1	0	0	0	0	0	0	0	0
g4789.t1	0	0	0	0	0	0	0	0
g479.t1	0	0	0	0	0	6	0	0
g479.t2	0	0	0	0	0	0	0	0
g4790.t1	0	0	5	5	0	14	0	0
g4791.t1	13	0	0	0	7	6	0	0
g4792.t1	0	0	0	0	0	0	0	0
g4792.t2	18	13	5	5	4	17	13	13
g4793.t1	568	693	589	589	619	559	619	619
g4794.t1	3	5	4	4	6	0	0	0
g4795.t1	2	0	6	6	3	0	0	0
g4796.t1	0	0	0	0	0	0	2	2
g4797.t1	0	0	18	18	0	0	9	9
g4797.t2	11	6	0	0	0	16	11	11
g4797.t3	12	30	0	0	26	25	0	0
g4797.t4	0	0	0	0	0	0	5	5
g4798.t1	15	9	7	7	13	14	16	16
g4799.t1	0	0	0	0	0	0	0	0
g48.t1	4	7	0	0	4	9	9	9
g48.t2	0	0	0	0	0	0	0	0
g480.t1	0	0	3	3	0	0	0	0
g4800.t1	0	0	3	3	0	4	0	0
g4801.t1	0	0	0	0	0	0	0	0
g4802.t1	0	0	0	0	0	0	2	2
g4803.t1	0	5	0	0	0	0	4	4
g4804.t1	0	0	0	0	0	0	4	4
g4805.t1	4	0	11	11	0	7	4	4
g4806.t1	2	0	0	0	0	0	0	0
g4807.t1	0	2	10	10	8	8	0	0
g4808.t1	0	0	0	0	0	0	0	0
g4809.t1	3	0	0	0	0	0	0	0
g481.t1	72	89	124	124	75	68	107	107
g4810.t1	0	3	0	0	4	6	0	0
g4811.t1	0	0	0	0	0	0	0	0
g4812.t1	10	8	0	0	3	7	0	0
g4813.t1	0	0	2	2	0	0	0	0
g4814.t1	0	0	0	0	0	0	0	0
g4815.t1	0	0	0	0	0	0	0	0
g4815.t2	0	0	0	0	0	0	0	0
g4816.t1	34	21	58	58	42	32	40	40
g4817.t1	5	6	11	11	2	11	7	7
g4818.t1	0	0	0	0	0	0	0	0
g4819.t1	6	0	4	4	10	0	0	0
g482.t1	0	0	0	0	0	0	0	0
g4820.t1	2	0	0	0	0	2	0	0
g4821.t1	0	0	7	7	4	0	0	0
g4822.t1	0	0	0	0	0	0	0	0
g4823.t1	17	20	23	23	12	23	4	4
g4824.t1	14	24	12	12	22	21	25	25
g4825.t1	0	0	0	0	12	0	0	0
g4826.t1	10	10	3	3	0	8	4	4
g4827.t1	6	0	4	4	0	0	0	0
g4828.t1	0	0	0	0	0	2	0	0
g4828.t2	0	0	0	0	0	0	0	0
g4829.t1	0	0	0	0	0	0	0	0
g4829.t2	2	6	0	0	0	0	0	0
g483.t1	10	0	0	0	3	0	4	4
g4830.t1	0	0	0	0	0	0	0	0
g4831.t1	5	0	0	0	4	0	5	5
g4832.t1	0	5	0	0	0	0	0	0
g4833.t1	0	0	5	5	0	0	4	4
g4834.t1	0	0	0	0	0	0	0	0
g4835.t1	0	0	0	0	0	0	0	0
g4836.t1	0	0	0	0	0	0	0	0
g4836.t2	12	0	0	0	9	6	0	0
g4836.t3	0	0	0	0	0	0	0	0
g4836.t4	0	0	0	0	0	0	0	0
g4836.t5	0	0	0	0	0	0	0	0
g4837.t1	0	0	0	0	0	0	0	0
g4837.t2	0	0	0	0	0	0	0	0
g4837.t3	0	0	0	0	0	0	0	0
g4837.t4	0	0	0	0	0	0	0	0
g4837.t5	0	0	0	0	0	0	0	0
g4837.t6	5	0	0	0	0	0	0	0
g4838.t1	0	0	0	0	0	0	0	0
g4838.t2	0	0	0	0	0	0	0	0
g4839.t1	4	0	0	0	0	0	0	0
g484.t1	0	0	5	5	3	3	0	0
g4840.t1	0	0	0	0	0	0	0	0
g4840.t2	0	0	0	0	0	0	0	0
g4841.t1	0	0	0	0	0	0	0	0
g4842.t1	2	0	7	7	4	14	2	2
g4843.t1	0	0	8	8	5	4	0	0
g4843.t2	0	0	1	1	2	1	0	0
g4843.t3	4	3	0	0	0	0	0	0
g4844.t1	10	8	2	2	8	12	6	6
g4845.t1	0	5	7	7	3	0	0	0
g4845.t2	0	0	0	0	0	5	9	9
g4846.t1	0	0	0	0	0	0	0	0
g4847.t1	2	2	0	0	0	0	0	0
g4848.t1	5	2	2	2	4	8	0	0
g4849.t1	8	0	0	0	0	6	0	0
g485.t1	12	20	16	16	2	2	21	21
g485.t2	40	22	17	17	41	56	22	22
g4850.t1	0	13	7	7	0	0	4	4
g4851.t1	0	0	0	0	0	0	0	0
g4852.t1	0	0	0	0	0	0	0	0
g4853.t1	0	0	0	0	0	0	0	0
g4854.t1	0	0	0	0	0	0	0	0
g4855.t1	0	0	0	0	0	0	0	0
g4856.t1	0	0	0	0	0	0	0	0
g4857.t1	0	0	0	0	0	0	0	0
g4858.t1	0	0	0	0	0	0	0	0
g4858.t2	0	0	0	0	0	0	0	0
g4859.t1	0	0	0	0	0	0	0	0
g486.t1	25	24	11	11	16	9	9	9
g4860.t1	0	0	0	0	0	0	0	0
g4860.t2	0	0	0	0	0	0	0	0
g4861.t1	0	0	0	0	0	0	0	0
g4862.t1	0	0	0	0	0	0	0	0
g4863.t1	0	0	0	0	0	0	0	0
g4864.t1	0	0	0	0	0	0	0	0
g4865.t1	0	0	1	1	0	0	0	0
g4866.t1	0	0	0	0	0	0	0	0
g4867.t1	0	0	0	0	0	0	0	0
g4868.t1	0	0	0	0	0	0	0	0
g4869.t1	0	0	1	1	0	0	0	0
g487.t1	0	0	0	0	0	0	0	0
g4870.t1	0	0	0	0	0	0	0	0
g4871.t1	0	0	1	1	0	0	0	0
g4872.t1	0	0	0	0	0	0	0	0
g4873.t1	0	0	0	0	0	0	0	0
g4874.t1	0	0	0	0	0	0	0	0
g4875.t1	0	0	0	0	0	0	0	0
g4876.t1	0	0	0	0	0	0	0	0
g4877.t1	0	0	0	0	0	0	0	0
g4878.t1	0	0	0	0	0	0	0	0
g4879.t1	0	0	0	0	0	0	0	0
g4879.t2	0	0	0	0	0	0	0	0
g488.t1	6	4	2	2	0	4	7	7
g4880.t1	7	2	0	0	2	0	3	3
g4881.t1	0	2	0	0	0	0	0	0
g4882.t1	0	0	0	0	0	0	3	3
g4883.t1	0	0	0	0	0	0	0	0
g4883.t2	0	0	0	0	0	0	0	0
g4884.t1	0	0	0	0	0	0	0	0
g4884.t2	0	3	0	0	0	3	2	2
g4885.t1	0	0	0	0	0	0	0	0
g4886.t1	5	0	0	0	10	0	0	0
g4887.t1	0	6	3	3	0	6	0	0
g4888.t1	6	3	8	8	0	14	0	0
g4889.t1	0	4	0	0	3	0	7	7
g489.t1	0	0	4	4	0	0	16	16
g489.t2	16	6	4	4	20	0	2	2
g489.t3	0	0	0	0	0	0	0	0
g489.t4	0	0	5	5	0	0	0	0
g4890.t1	1	0	9	9	7	2	8	8
g4891.t1	0	0	0	0	0	0	0	0
g4892.t1	0	0	0	0	0	0	0	0
g4892.t2	0	0	0	0	0	0	0	0
g4893.t1	0	0	0	0	0	0	0	0
g4894.t1	0	0	0	0	0	3	0	0
g4895.t1	0	17	9	9	0	8	0	0
g4895.t2	16	0	0	0	19	0	10	10
g4896.t1	18	6	13	13	24	24	27	27
g4897.t1	0	10	0	0	0	8	0	0
g4898.t1	0	0	0	0	0	0	0	0
g4899.t1	0	0	0	0	0	0	0	0
g49.t1	0	0	4	4	0	6	5	5
g490.t1	9	17	10	10	18	14	21	21
g4900.t1	741	440	350	350	495	599	289	289
g4901.t1	213	121	137	137	177	134	141	141
g4902.t1	0	0	0	0	0	0	0	0
g4903.t1	0	0	0	0	0	0	0	0
g4903.t2	15	0	10	10	13	8	0	0
g4904.t1	0	0	0	0	0	0	7	7
g4905.t1	33	34	27	27	18	26	41	41
g4906.t1	0	0	0	0	0	0	0	0
g4906.t2	0	0	0	0	0	0	0	0
g4907.t1	0	0	0	0	0	0	0	0
g4908.t1	0	0	0	0	0	0	0	0
g4909.t1	0	0	0	0	0	3	0	0
g491.t1	3	7	11	11	11	0	8	8
g4910.t1	0	0	0	0	0	0	0	0
g4911.t1	0	0	0	0	0	0	0	0
g4912.t1	3	7	0	0	4	0	5	5
g4913.t1	1	0	0	0	0	0	0	0
g4914.t1	6	0	6	6	0	4	0	0
g4915.t1	0	0	0	0	0	0	0	0
g4916.t1	10	16	16	16	8	12	12	12
g4917.t1	0	0	0	0	0	0	0	0
g4918.t1	12	4	4	4	0	5	7	7
g4919.t1	2	0	2	2	2	7	0	0
g492.t1	0	0	0	0	0	0	0	0
g4920.t1	0	0	0	0	0	0	0	0
g4921.t1	0	0	2	2	0	0	0	0
g4922.t1	22	23	30	30	33	24	43	43
g4923.t1	0	3	4	4	3	0	0	0
g4924.t1	0	3	0	0	12	8	8	8
g4925.t1	4	6	3	3	14	0	0	0
g4926.t1	0	0	0	0	0	4	3	3
g4927.t1	3	0	12	12	0	5	0	0
g4928.t1	0	0	0	0	0	0	0	0
g4928.t2	0	0	0	0	0	0	0	0
g4929.t1	0	0	0	0	0	0	0	0
g493.t1	0	0	0	0	0	0	0	0
g4930.t1	3	0	0	0	0	0	0	0
g4931.t1	21	14	4	4	12	10	20	20
g4932.t1	2	0	2	2	0	0	0	0
g4933.t1	29	29	12	12	28	28	22	22
g4934.t1	0	0	6	6	0	0	0	0
g4935.t1	4	0	4	4	0	0	0	0
g4936.t1	0	0	0	0	0	0	0	0
g4937.t1	0	0	2	2	0	2	0	0
g4938.t1	0	0	0	0	4	0	0	0
g4939.t1	0	0	0	0	0	0	0	0
g494.t1	0	0	0	0	0	0	0	0
g4940.t1	0	0	0	0	0	0	0	0
g4941.t1	0	0	0	0	0	0	0	0
g4942.t1	0	0	0	0	0	0	0	0
g4943.t1	0	0	0	0	0	0	0	0
g4944.t1	2	2	5	5	2	2	0	0
g4945.t1	53	38	58	58	45	35	43	43
g4946.t1	0	0	0	0	0	0	4	4
g4946.t2	7	5	0	0	0	2	1	1
g4946.t3	0	0	0	0	0	0	0	0
g4946.t4	0	0	0	0	0	0	0	0
g4947.t1	0	0	2	2	6	0	0	0
g4948.t1	0	0	0	0	0	0	0	0
g4948.t2	0	0	0	0	0	0	0	0
g4949.t1	55	31	42	42	12	42	46	46
g495.t1	0	0	0	0	0	0	0	0
g495.t2	0	0	0	0	0	0	0	0
g495.t3	0	0	0	0	0	0	0	0
g4950.t1	0	0	0	0	4	0	0	0
g4951.t1	0	4	0	0	0	0	0	0
g4951.t2	0	0	0	0	0	0	0	0
g4952.t1	0	6	2	2	0	0	0	0
g4953.t1	0	0	0	0	0	0	0	0
g4953.t2	0	0	0	0	0	0	0	0
g4953.t3	0	0	0	0	0	0	0	0
g4954.t1	0	0	0	0	0	0	0	0
g4954.t2	0	0	0	0	0	0	0	0
g4955.t1	0	0	0	0	0	0	0	0
g4955.t2	0	0	0	0	0	0	0	0
g4955.t3	0	0	0	0	2	0	0	0
g4956.t1	0	0	0	0	0	0	0	0
g4957.t1	2	10	5	5	6	6	8	8
g4958.t1	0	0	0	0	0	0	0	0
g4958.t2	0	0	0	0	0	4	7	7
g4958.t3	0	0	0	0	0	0	0	0
g4959.t1	0	0	0	0	0	3	0	0
g496.t1	0	0	0	0	0	0	0	0
g4960.t1	0	0	0	0	0	0	0	0
g4961.t1	0	17	13	13	12	4	16	16
g4961.t2	25	10	10	10	15	19	18	18
g4962.t1	17	6	12	12	13	16	8	8
g4963.t1	0	0	0	0	2	3	0	0
g4964.t1	0	0	0	0	0	0	0	0
g4965.t1	6	2	8	8	10	11	19	19
g4966.t1	0	0	9	9	8	6	8	8
g4967.t1	7	0	2	2	10	4	6	6
g4968.t1	15	18	16	16	27	25	19	19
g4969.t1	0	0	0	0	0	0	0	0
g497.t1	0	0	0	0	0	0	0	0
g4970.t1	0	0	9	9	5	0	0	0
g4971.t1	0	0	0	0	0	0	0	0
g4972.t1	0	0	0	0	0	0	0	0
g4973.t1	0	0	2	2	0	2	0	0
g4974.t1	0	0	0	0	0	0	0	0
g4975.t1	0	0	0	0	0	2	2	2
g4975.t2	6	12	7	7	10	8	11	11
g4976.t1	0	0	14	14	9	5	5	5
g4977.t1	9	0	0	0	0	6	7	7
g4978.t1	0	0	0	0	0	6	8	8
g4979.t1	8	6	0	0	0	2	0	0
g498.t1	0	0	0	0	0	0	0	0
g4980.t1	0	0	0	0	0	0	0	0
g4980.t2	0	0	5	5	6	0	0	0
g4981.t1	0	0	0	0	0	0	0	0
g4982.t1	0	12	18	18	16	18	17	17
g4983.t1	5	3	0	0	0	5	3	3
g4984.t1	5	2	0	0	2	2	5	5
g4985.t1	0	0	0	0	0	0	19	19
g4986.t1	114	128	92	92	170	144	115	115
g4987.t1	13	9	6	6	8	2	9	9
g4988.t1	9	0	5	5	6	0	17	17
g4988.t2	0	0	0	0	0	0	0	0
g4988.t3	0	0	0	0	0	4	0	0
g4988.t4	0	0	0	0	0	0	0	0
g4988.t5	0	0	0	0	0	0	0	0
g4989.t1	0	0	0	0	2	2	0	0
g499.t1	0	0	0	0	0	0	0	0
g4990.t1	7	0	1	1	5	2	3	3
g4991.t1	0	0	0	0	0	4	3	3
g4992.t1	13	15	9	9	5	9	6	6
g4993.t1	0	4	4	4	4	5	4	4
g4994.t1	10	0	14	14	10	14	8	8
g4995.t1	0	0	0	0	0	0	0	0
g4996.t1	0	0	0	0	0	0	0	0
g4996.t2	0	4	0	0	8	0	0	0
g4997.t1	2	0	0	0	0	0	0	0
g4998.t1	0	3	8	8	0	8	0	0
g4999.t1	0	0	0	0	4	10	0	0
g5.t1	0	0	0	0	0	0	0	0
g50.t1	0	0	0	0	0	0	0	0
g500.t1	10	10	4	4	7	2	0	0
g5000.t1	0	9	4	4	0	8	8	8
g5001.t1	0	4	0	0	0	0	0	0
g5002.t1	0	0	0	0	0	0	10	10
g5003.t1	0	0	0	0	0	6	0	0
g5003.t2	6	6	0	0	12	11	9	9
