Transcript_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g1758.t1	0	0	0	0	0	0	0	0
g1759.t1	0	0	0	0	2	0	0	0
g176.t1	0	0	0	0	0	0	0	0
g1760.t1	0	6	0	0	0	0	6	6
g1761.t1	0	0	6	6	4	4	0	0
g1762.t1	0	0	0	0	0	0	0	0
g1763.t1	16	26	13	13	16	57	34	34
g1764.t1	0	0	0	0	0	0	0	0
g1765.t1	0	0	0	0	0	0	0	0
g1766.t1	0	0	4	4	0	0	2	2
g1767.t1	6	0	0	0	0	0	0	0
g1768.t1	0	0	0	0	0	0	0	0
g1769.t1	0	0	0	0	0	0	0	0
g177.t1	6	0	4	4	2	0	3	3
g1770.t1	0	0	0	0	0	0	0	0
g1771.t1	0	0	0	0	0	0	0	0
g1771.t2	0	0	0	0	0	0	0	0
g1772.t1	4	0	4	4	0	6	4	4
g1773.t1	0	0	0	0	0	0	0	0
g1774.t1	0	0	0	0	0	0	0	0
g1775.t1	20	11	8	8	11	5	7	7
g1776.t1	90	101	88	88	101	80	73	73
g1777.t1	7	8	4	4	18	15	3	3
g1777.t2	0	0	0	0	0	0	0	0
g1778.t1	4	3	0	0	0	3	0	0
g1779.t1	0	0	2	2	0	0	0	0
g178.t1	0	0	0	0	0	0	0	0
g178.t2	0	0	0	0	0	0	0	0
g178.t3	0	0	0	0	0	0	0	0
g1780.t1	4	3	0	0	5	8	0	0
g1781.t1	0	0	0	0	6	6	0	0
g1782.t1	0	0	23	23	14	8	0	0
g1783.t1	0	0	0	0	0	0	0	0
g1784.t1	0	0	0	0	0	0	0	0
g1784.t2	0	0	0	0	0	0	0	0
g1785.t1	14	20	17	17	11	19	15	15
g1786.t1	0	1	0	0	0	0	0	0
g1787.t1	0	0	0	0	0	0	0	0
g1788.t1	0	0	0	0	0	0	0	0
g1789.t1	0	0	0	0	0	2	8	8
g179.t1	0	0	0	0	0	0	0	0
g1790.t1	0	0	0	0	0	0	0	0
g1791.t1	0	0	0	0	0	0	0	0
g1791.t2	0	0	0	0	0	0	0	0
g1792.t1	0	0	0	0	0	0	0	0
g1792.t2	0	0	0	0	0	0	0	0
g1793.t1	0	0	0	0	0	0	0	0
g1794.t1	0	0	0	0	0	0	0	0
g1795.t1	0	0	0	0	0	0	0	0
g1796.t1	0	0	0	0	0	0	0	0
g1797.t1	0	0	0	0	0	0	0	0
g1798.t1	0	0	0	0	0	0	0	0
g1799.t1	0	0	0	0	0	0	0	0
g18.t1	0	0	0	0	0	0	0	0
g180.t1	0	0	0	0	0	0	3	3
g1800.t1	0	0	0	0	0	0	0	0
g1801.t1	0	0	0	0	0	0	0	0
g1802.t1	0	0	0	0	0	0	0	0
g1802.t2	4	2	2	2	3	4	0	0
g1803.t1	0	0	0	0	0	3	0	0
g1804.t1	3	0	0	0	0	0	0	0
g1805.t1	0	6	2	2	6	0	4	4
g1806.t1	5	4	3	3	2	6	0	0
g1807.t1	108	110	130	130	136	120	130	130
g1808.t1	0	0	0	0	0	0	0	0
g1809.t1	191	277	178	178	225	214	226	226
g181.t1	0	6	0	0	0	0	0	0
g1810.t1	5	3	2	2	0	0	0	0
g1810.t2	0	0	0	0	0	0	0	0
g1811.t1	0	0	1	1	0	2	1	1
g1812.t1	0	0	1	1	1	1	0	0
g1813.t1	5	2	3	3	7	1	0	0
g1814.t1	37	44	39	39	39	60	49	49
g1815.t1	0	0	0	0	0	0	0	0
g1816.t1	75	59	35	35	57	63	58	58
g1817.t1	10	5	2	2	4	4	0	0
g1818.t1	0	0	0	0	0	0	13	13
g1818.t2	9	4	10	10	7	12	0	0
g1818.t3	0	0	0	0	0	0	0	0
g1819.t1	42	29	25	25	48	40	40	40
g182.t1	2	3	4	4	0	8	3	3
g1820.t1	0	0	0	0	0	0	0	0
g1821.t1	10	13	0	0	14	10	29	29
g1822.t1	0	0	0	0	0	0	0	0
g1823.t1	11	10	6	6	3	10	3	3
g1824.t1	4	0	9	9	0	3	10	10
g1825.t1	2	2	0	0	5	0	0	0
g1826.t1	5	0	10	10	12	12	6	6
g1827.t1	60	58	8	8	68	33	21	21
g1828.t1	0	0	6	6	0	0	0	0
g1828.t2	0	0	0	0	0	0	0	0
g1829.t1	0	0	0	0	0	0	0	0
g183.t1	2	0	0	0	0	0	3	3
g1830.t1	0	0	3	3	0	0	2	2
g1831.t1	0	2	4	4	0	8	2	2
g1832.t1	16	24	8	8	19	23	28	28
g1833.t1	2	0	2	2	0	0	0	0
g1834.t1	0	0	0	0	0	3	0	0
g1835.t1	9	5	13	13	6	4	2	2
g1836.t1	2	3	4	4	2	2	0	0
g1837.t1	11	9	7	7	12	4	2	2
g1838.t1	0	0	0	0	0	0	0	0
g1839.t1	14	9	14	14	11	8	0	0
g184.t1	0	0	0	0	0	0	0	0
g1840.t1	0	0	0	0	0	0	0	0
g1841.t1	0	0	0	0	0	0	0	0
g1842.t1	0	0	0	0	0	0	0	0
g1843.t1	0	0	0	0	0	0	0	0
g1844.t1	0	0	0	0	0	0	0	0
g1845.t1	0	0	0	0	0	4	3	3
g1846.t1	0	0	0	0	0	0	0	0
g1847.t1	0	0	0	0	0	0	0	0
g1847.t2	0	0	0	0	0	0	0	0
g1848.t1	0	0	0	0	0	0	0	0
g1848.t2	0	0	0	0	0	0	0	0
g1849.t1	0	0	0	0	0	0	1	1
g1849.t2	0	0	0	0	0	0	1	1
g185.t1	0	0	0	0	0	0	0	0
g185.t2	0	0	0	0	4	2	0	0
g1850.t1	0	0	0	0	0	0	0	0
g1851.t1	0	0	0	0	0	0	0	0
g1852.t1	0	0	0	0	0	3	0	0
g1853.t1	10	16	0	0	14	8	0	0
g1854.t1	12	12	4	4	16	8	10	10
g1855.t1	0	9	0	0	6	4	7	7
g1856.t1	2	8	0	0	0	6	0	0
g1857.t1	16	4	9	9	6	6	0	0
g1858.t1	35	26	41	41	56	34	23	23
g1859.t1	0	0	0	0	0	0	6	6
g1859.t2	0	0	0	0	0	0	0	0
g1859.t3	0	7	0	0	0	0	3	3
g1859.t4	50	32	36	36	22	52	48	48
g186.t1	0	0	0	0	0	0	0	0
g1860.t1	0	0	0	0	0	0	3	3
g1860.t2	8	0	7	7	0	0	4	4
g1861.t1	0	0	0	0	4	4	0	0
g1862.t1	3	0	0	0	0	0	3	3
g1863.t1	0	0	0	0	0	0	0	0
g1864.t1	0	0	0	0	0	0	0	0
g1865.t1	0	0	0	0	0	0	0	0
g1866.t1	0	0	0	0	0	0	8	8
g1867.t1	0	5	0	0	0	0	0	0
g1868.t1	32	21	29	29	34	41	31	31
g1869.t1	0	0	0	0	0	0	0	0
g1869.t2	5	4	0	0	2	7	2	2
g187.t1	0	0	0	0	0	0	0	0
g1870.t1	0	0	0	0	0	0	0	0
g1871.t1	7	0	2	2	0	0	0	0
g1872.t1	11	6	4	4	0	13	12	12
g1873.t1	715	637	455	455	399	796	416	416
g1874.t1	0	0	0	0	0	0	0	0
g1875.t1	0	0	0	0	0	0	0	0
g1876.t1	0	0	0	0	0	0	0	0
g1877.t1	0	0	0	0	0	0	0	0
g1878.t1	0	0	0	0	0	0	0	0
g1879.t1	8	7	0	0	0	0	0	0
g188.t1	4	0	0	0	4	5	0	0
g1880.t1	2	0	2	2	2	0	4	4
g1881.t1	0	0	0	0	0	0	0	0
g1882.t1	0	0	0	0	0	5	0	0
g1883.t1	3	0	9	9	0	0	0	0
g1884.t1	0	0	0	0	0	0	0	0
g1885.t1	4	0	8	8	0	0	0	0
g1885.t2	0	2	0	0	0	6	6	6
g1886.t1	4	2	0	0	0	3	0	0
g1887.t1	0	3	6	6	4	2	2	2
g1888.t1	0	0	0	0	2	0	6	6
g1888.t2	0	0	0	0	0	0	0	0
g1889.t1	0	0	0	0	0	0	0	0
g189.t1	36	31	33	33	24	18	32	32
g1890.t1	0	0	0	0	7	0	0	0
g1890.t2	0	0	0	0	0	5	4	4
g1891.t1	5	0	4	4	0	0	0	0
g1892.t1	0	0	0	0	0	0	5	5
g1893.t1	0	0	0	0	0	0	0	0
g1894.t1	0	0	0	0	4	0	0	0
g1895.t1	0	0	2	2	4	8	0	0
g1896.t1	151	148	128	128	119	121	96	96
g1897.t1	0	0	0	0	0	0	0	0
g1898.t1	7	14	6	6	16	0	8	8
g1899.t1	5	2	2	2	0	6	0	0
g19.t1	0	0	0	0	0	0	0	0
g190.t1	0	0	0	0	2	0	4	4
g190.t2	0	0	0	0	0	0	0	0
g1900.t1	0	0	3	3	6	0	0	0
g1901.t1	18	38	16	16	38	15	36	36
g1902.t1	0	0	0	0	2	0	2	2
g1903.t1	0	0	0	0	0	0	0	0
g1903.t2	0	0	0	0	0	0	0	0
g1904.t1	0	0	0	0	0	0	0	0
g1904.t2	0	0	0	0	0	0	0	0
g1905.t1	2	2	0	0	0	4	6	6
g1906.t1	0	0	0	0	0	0	0	0
g1907.t1	0	0	0	0	0	0	0	0
g1908.t1	1	14	14	14	1	19	1	1
g1908.t2	33	17	17	17	27	21	36	36
g1909.t1	3	0	0	0	2	0	0	0
g191.t1	0	0	3	3	0	0	0	0
g1910.t1	0	0	6	6	3	2	0	0
g1911.t1	0	4	0	0	12	0	6	6
g1912.t1	0	0	0	0	0	0	0	0
g1913.t1	0	0	2	2	0	0	0	0
g1914.t1	0	0	0	0	0	0	0	0
g1914.t2	0	0	0	0	0	0	0	0
g1915.t1	12	8	0	0	16	11	22	22
g1916.t1	0	4	6	6	0	6	4	4
g1917.t1	4	4	0	0	0	0	0	0
g1918.t1	2	0	3	3	2	0	0	0
g1919.t1	0	0	0	0	0	0	0	0
g1919.t2	11	0	7	7	13	0	8	8
g192.t1	0	0	0	0	0	8	0	0
g1920.t1	0	0	0	0	0	0	0	0
g1921.t1	0	0	0	0	0	0	0	0
g1922.t1	0	0	2	2	2	0	6	6
g1923.t1	0	0	0	0	0	0	0	0
g1924.t1	21	16	32	32	26	29	18	18
g1925.t1	26	23	10	10	14	16	18	18
g1926.t1	0	0	2	2	0	0	0	0
g1927.t1	0	2	0	0	0	0	0	0
g1928.t1	4	4	0	0	0	2	0	0
g1929.t1	0	0	0	0	0	0	0	0
g193.t1	16	24	8	8	13	13	24	24
g1930.t1	0	0	0	0	0	0	0	0
g1931.t1	0	0	0	0	0	0	0	0
g1932.t1	0	0	0	0	0	0	0	0
g1933.t1	0	0	0	0	0	0	0	0
g1934.t1	0	0	0	0	2	4	0	0
g1935.t1	0	0	0	0	0	0	0	0
g1935.t2	0	0	0	0	4	3	6	6
g1936.t1	30	21	10	10	19	23	16	16
g1937.t1	2	2	4	4	7	7	0	0
g1938.t1	2	3	0	0	0	4	2	2
g1939.t1	8	9	7	7	4	14	15	15
g194.t1	0	0	0	0	0	0	0	0
g1940.t1	0	0	2	2	0	0	0	0
g1941.t1	29	8	17	17	11	24	21	21
g1942.t1	0	0	0	0	0	0	0	0
g1943.t1	0	0	0	0	0	0	0	0
g1944.t1	0	0	0	0	0	0	0	0
g1945.t1	6	4	2	2	0	8	4	4
g1946.t1	4	2	2	2	3	3	3	3
g1946.t2	0	1	1	1	0	0	2	2
g1947.t1	0	0	0	0	0	0	0	0
g1948.t1	0	4	0	0	0	2	0	0
g1949.t1	2	38	25	25	32	19	15	15
g1949.t2	12	0	5	5	0	0	0	0
g195.t1	0	0	0	0	0	0	0	0
g195.t2	0	0	0	0	0	0	0	0
g1950.t1	0	0	0	0	0	0	6	6
g1951.t1	3	0	0	0	0	0	0	0
g1952.t1	0	0	0	0	0	0	4	4
g1952.t2	23	10	8	8	4	9	6	6
g1953.t1	9	14	6	6	0	10	5	5
g1954.t1	0	0	0	0	0	0	0	0
g1955.t1	0	2	0	0	6	3	7	7
g1956.t1	0	0	0	0	0	0	0	0
g1957.t1	1	0	0	0	3	0	0	0
g1958.t1	6	2	2	2	2	0	5	5
g1959.t1	0	0	10	10	6	12	16	16
g196.t1	0	0	0	0	0	0	0	0
g196.t2	0	0	0	0	0	0	0	0
g196.t3	0	0	0	0	0	0	0	0
g1960.t1	0	0	0	0	0	0	0	0
g1961.t1	0	0	3	3	0	0	0	0
g1962.t1	0	0	0	0	0	0	0	0
g1963.t1	0	0	0	0	0	0	0	0
g1964.t1	0	0	0	0	0	0	0	0
g1964.t2	0	0	0	0	0	0	0	0
g1965.t1	126	113	93	93	73	86	98	98
g1966.t1	11	9	0	0	11	7	0	0
g1967.t1	13	4	5	5	6	5	10	10
g1967.t2	9	9	0	0	13	6	1	1
g1968.t1	0	4	0	0	0	0	0	0
g1969.t1	4	5	0	0	0	0	0	0
g197.t1	0	0	0	0	2	0	4	4
g1970.t1	0	0	0	0	0	0	0	0
g1971.t1	16	11	22	22	12	10	13	13
g1972.t1	0	0	0	0	0	0	0	0
g1973.t1	0	0	0	0	0	0	0	0
g1974.t1	6	0	0	0	6	5	0	0
g1974.t2	0	0	0	0	0	0	0	0
g1974.t3	0	0	0	0	0	0	0	0
g1975.t1	17	12	7	7	10	9	8	8
g1976.t1	19	8	6	6	8	8	9	9
g1977.t1	11	0	6	6	0	0	1	1
g1978.t1	0	0	0	0	0	0	0	0
g1978.t2	0	0	0	0	0	0	0	0
g1979.t1	0	0	0	0	0	0	0	0
g198.t1	0	0	0	0	0	0	0	0
g1980.t1	0	0	0	0	0	0	0	0
g1981.t1	0	4	22	22	9	7	10	10
g1982.t1	50	60	51	51	38	74	49	49
g1983.t1	0	0	2	2	2	0	0	0
g1984.t1	0	0	0	0	0	0	0	0
g1985.t1	0	0	0	0	0	0	0	0
g1986.t1	0	0	0	0	0	0	0	0
g1987.t1	71	50	77	77	56	58	40	40
g1988.t1	250	235	158	158	177	257	120	120
g1989.t1	0	0	0	0	0	0	0	0
g199.t1	0	0	0	0	0	0	0	0
g199.t2	0	0	0	0	2	0	0	0
g1990.t1	2	6	10	10	2	2	0	0
g1991.t1	9	0	0	0	0	0	0	0
g1991.t2	0	0	0	0	0	0	0	0
g1991.t3	5	0	0	0	4	7	8	8
g1991.t4	0	0	0	0	0	0	0	0
g1992.t1	7	14	14	14	5	22	12	12
g1992.t2	0	0	0	0	0	0	0	0
g1992.t3	0	0	0	0	0	0	0	0
g1993.t1	0	0	0	0	0	0	0	0
g1994.t1	0	0	0	0	2	0	0	0
g1994.t2	9	0	0	0	3	0	0	0
g1994.t3	0	5	0	0	4	3	0	0
g1995.t1	9	6	0	0	7	0	10	10
g1996.t1	0	0	0	0	0	0	2	2
g1997.t1	0	0	0	0	0	0	0	0
g1997.t2	0	0	3	3	0	0	0	0
g1998.t1	6	8	11	11	13	4	10	10
g1999.t1	26	21	24	24	19	18	23	23
g1999.t2	0	0	0	0	0	0	0	0
g2.t1	0	0	0	0	0	0	0	0
g20.t1	0	0	0	0	0	0	0	0
g200.t1	4	0	0	0	0	0	0	0
g2000.t1	0	0	2	2	0	0	0	0
g2001.t1	4	0	0	0	0	0	0	0
g2002.t1	0	0	0	0	0	0	0	0
g2002.t2	0	0	0	0	0	0	0	0
g2003.t1	0	0	4	4	0	0	11	11
g2004.t1	0	0	0	0	0	0	0	0
g2005.t1	0	0	0	0	0	0	0	0
g2006.t1	0	0	0	0	0	0	0	0
g2007.t1	0	2	4	4	0	0	0	0
g2008.t1	6	10	4	4	0	7	0	0
g2009.t1	3	0	4	4	4	3	0	0
g201.t1	18	10	9	9	5	5	11	11
g2010.t1	0	0	0	0	0	0	2	2
g2011.t1	0	0	0	0	0	0	0	0
g2012.t1	0	0	2	2	0	0	0	0
g2013.t1	0	0	0	0	0	0	0	0
g2013.t2	2	0	3	3	0	0	0	0
g2014.t1	55	84	51	51	72	76	60	60
g2015.t1	0	0	0	0	0	4	0	0
g2016.t1	0	3	0	0	0	2	4	4
g2017.t1	190	286	332	332	226	176	304	304
g2018.t1	10	0	4	4	6	8	16	16
g2019.t1	2	0	2	2	0	0	0	0
g202.t1	0	0	0	0	0	0	0	0
g202.t2	0	0	0	0	0	0	0	0
g2020.t1	0	0	0	0	0	0	0	0
g2021.t1	0	0	0	0	0	0	0	0
g2022.t1	0	5	4	4	4	4	3	3
g2023.t1	0	0	0	0	0	4	6	6
g2023.t2	0	0	0	0	0	0	0	0
g2024.t1	0	0	0	0	0	0	0	0
g2025.t1	210	196	143	143	148	157	132	132
g2026.t1	28	21	38	38	14	36	22	22
g2027.t1	13	0	7	7	10	16	3	3
g2028.t1	8	18	0	0	16	0	17	17
g2028.t2	0	0	0	0	0	14	0	0
g2029.t1	0	0	0	0	0	0	0	0
g2029.t2	0	0	0	0	0	0	0	0
g203.t1	0	3	0	0	0	0	0	0
g2030.t1	0	2	0	0	0	0	4	4
g2031.t1	0	6	2	2	4	2	3	3
g2032.t1	3	6	5	5	4	4	7	7
g2033.t1	0	0	0	0	2	4	4	4
g2034.t1	0	0	0	0	0	0	4	4
g2035.t1	0	2	0	0	0	6	0	0
g2036.t1	6	28	21	21	26	16	38	38
g2037.t1	0	0	26	26	20	0	29	29
g2037.t2	43	44	0	0	0	20	5	5
g2038.t1	0	0	2	2	1	0	0	0
g2038.t2	10	0	12	12	10	11	12	12
g2039.t1	0	0	0	0	0	0	0	0
g204.t1	0	0	0	0	0	0	0	0
g2040.t1	0	10	0	0	0	0	0	0
g2041.t1	0	0	0	0	0	0	0	0
g2042.t1	0	2	0	0	0	0	2	2
g2043.t1	0	0	0	0	0	0	0	0
g2044.t1	9	17	6	6	4	11	0	0
g2045.t1	0	0	0	0	0	0	0	0
g2046.t1	0	0	0	0	0	0	0	0
g2046.t2	0	0	0	0	6	0	6	6
g2047.t1	4	0	0	0	0	0	2	2
g2048.t1	0	8	11	11	9	5	13	13
g2049.t1	258	230	240	240	368	339	242	242
g205.t1	0	0	0	0	0	0	0	0
g2050.t1	52	36	44	44	76	61	66	66
g2051.t1	2	2	0	0	0	0	0	0
g2052.t1	0	0	0	0	0	0	2	2
g2053.t1	0	0	0	0	2	6	0	0
g2054.t1	60	94	57	57	100	126	65	65
g2055.t1	0	0	0	0	0	0	0	0
g2056.t1	18	24	0	0	32	0	0	0
g2056.t2	19	6	32	32	0	17	45	45
g2057.t1	0	0	0	0	0	0	0	0
g2058.t1	10	0	10	10	2	0	18	18
g2059.t1	0	0	0	0	0	0	0	0
g206.t1	0	0	0	0	0	0	0	0
g2060.t1	3	0	3	3	0	2	3	3
g2061.t1	0	0	0	0	0	0	0	0
g2062.t1	2	0	0	0	0	0	0	0
g2062.t2	0	7	0	0	0	5	3	3
g2063.t1	0	0	0	0	0	0	0	0
g2064.t1	0	5	0	0	0	6	12	12
g2065.t1	11	0	20	20	6	16	13	13
g2066.t1	4	0	4	4	4	6	0	0
g2067.t1	32	18	21	21	20	12	20	20
g2068.t1	7	16	10	10	4	12	12	12
g2069.t1	0	0	0	0	0	0	0	0
g2069.t2	0	0	0	0	0	0	0	0
g207.t1	17	18	26	26	18	15	27	27
g207.t2	0	0	0	0	0	0	5	5
g2070.t1	16	6	0	0	4	3	6	6
g2071.t1	0	0	0	0	0	0	0	0
g2071.t2	0	0	0	0	0	0	0	0
g2071.t3	22	18	19	19	20	14	0	0
g2072.t1	0	0	0	0	0	0	0	0
g2073.t1	62	64	39	39	61	77	56	56
g2074.t1	0	0	0	0	6	0	3	3
g2075.t1	0	0	0	0	0	0	0	0
g2076.t1	8	7	20	20	11	2	13	13
g2077.t1	13	23	7	7	9	21	9	9
g2078.t1	0	0	0	0	0	0	0	0
g2079.t1	0	0	0	0	0	1	0	0
g208.t1	6	0	0	0	2	3	0	0
g2080.t1	10	8	9	9	20	11	13	13
g2081.t1	13	2	4	4	7	4	0	0
g2082.t1	8	6	5	5	8	12	18	18
g2083.t1	2	0	3	3	0	0	5	5
g2083.t2	0	0	0	0	0	0	0	0
g2084.t1	22	7	10	10	5	13	0	0
g2085.t1	0	6	6	6	6	0	0	0
g2086.t1	6	8	12	12	3	12	22	22
g2086.t2	0	0	0	0	0	0	0	0
g2087.t1	0	0	4	4	2	2	2	2
g2088.t1	35	19	25	25	17	19	22	22
g2089.t1	0	0	0	0	0	0	0	0
g209.t1	6	4	2	2	9	7	9	9
g2090.t1	2	0	2	2	0	2	2	2
g2091.t1	0	0	0	0	0	0	0	0
g2092.t1	0	0	0	0	0	0	0	0
g2093.t1	0	0	1	1	0	2	3	3
g2094.t1	5	0	0	0	6	8	8	8
g2094.t2	0	0	0	0	0	0	0	0
g2095.t1	0	0	0	0	0	0	0	0
g2095.t2	3	0	0	0	2	0	0	0
g2096.t1	9	9	5	5	9	7	0	0
g2097.t1	0	0	0	0	0	0	0	0
g2097.t2	5	2	3	3	7	0	0	0
g2098.t1	10	0	9	9	0	14	0	0
g2098.t2	0	0	0	0	0	0	0	0
g2099.t1	6	6	0	0	5	7	0	0
g21.t1	0	0	0	0	0	0	0	0
g210.t1	3	0	0	0	0	0	0	0
g2100.t1	0	0	0	0	0	0	0	0
g2101.t1	0	0	0	0	0	0	0	0
g2102.t1	11	8	2	2	2	9	3	3
g2103.t1	0	0	0	0	0	0	0	0
g2104.t1	0	6	0	0	2	0	3	3
g2105.t1	4	0	8	8	2	0	0	0
g2106.t1	4	0	0	0	0	0	6	6
g2107.t1	10	0	4	4	4	9	0	0
g2108.t1	8	5	2	2	0	0	0	0
g2109.t1	0	0	0	0	0	0	2	2
g211.t1	0	0	0	0	0	0	0	0
g2110.t1	8	4	5	5	0	5	6	6
g2111.t1	5	0	8	8	4	0	4	4
g2112.t1	0	0	0	0	0	2	0	0
g2113.t1	8	9	4	4	11	9	8	8
g2113.t2	0	0	0	0	0	0	0	0
g2114.t1	0	0	0	0	0	0	0	0
g2115.t1	0	0	0	0	11	0	0	0
g2116.t1	0	0	0	0	0	0	0	0
g2117.t1	8	4	6	6	6	7	8	8
g2118.t1	0	0	0	0	0	0	0	0
g2119.t1	3	0	0	0	0	0	3	3
g2119.t2	0	0	0	0	0	1	0	0
g2119.t3	9	8	2	2	17	26	1	1
g2119.t4	0	0	4	4	0	4	0	0
g2119.t5	0	0	8	8	0	0	12	12
g2119.t6	0	0	0	0	0	0	0	0
g212.t1	10	7	0	0	0	4	8	8
g2120.t1	0	0	3	3	0	0	0	0
g2120.t2	0	0	9	9	0	4	6	6
g2121.t1	29	36	24	24	18	28	27	27
g2122.t1	29	73	57	57	51	39	46	46
g2123.t1	0	0	2	2	4	0	0	0
g2123.t2	0	0	0	0	0	0	0	0
g2124.t1	0	0	0	0	0	0	0	0
g2125.t1	0	7	0	0	0	0	0	0
g2126.t1	4	0	0	0	0	0	2	2
g2127.t1	46	45	32	32	39	34	38	38
g2128.t1	0	0	0	0	0	0	0	0
g2129.t1	5	6	3	3	6	4	4	4
g213.t1	59	95	101	101	104	118	142	142
g2130.t1	4	0	2	2	0	8	0	0
g2131.t1	1	0	0	0	0	2	0	0
g2132.t1	18	10	4	4	13	15	6	6
g2133.t1	29	59	27	27	33	25	25	25
g2134.t1	0	0	0	0	0	0	0	0
g2135.t1	0	0	0	0	0	0	0	0
g2136.t1	169	148	114	114	209	147	169	169
g2137.t1	0	0	0	0	0	0	0	0
g2138.t1	0	0	2	2	0	0	0	0
g2139.t1	46	42	28	28	34	31	32	32
g214.t1	7	0	0	0	0	4	0	0
g2140.t1	6	0	9	9	9	6	0	0
g2141.t1	0	0	0	0	0	0	0	0
g2142.t1	0	0	0	0	0	0	4	4
g2143.t1	0	0	0	0	0	0	0	0
g2144.t1	12	14	9	9	4	8	9	9
g2145.t1	0	0	0	0	0	0	0	0
g2146.t1	2	0	0	0	7	7	0	0
g2147.t1	0	0	0	0	0	0	0	0
g2148.t1	10	11	6	6	15	16	17	17
g2149.t1	0	0	0	0	0	0	0	0
g215.t1	0	0	0	0	0	0	0	0
g2150.t1	0	0	0	0	6	0	0	0
g2151.t1	0	0	0	0	0	0	0	0
g2152.t1	0	0	0	0	0	0	0	0
g2153.t1	0	0	0	0	0	0	0	0
g2154.t1	0	4	0	0	0	0	0	0
g2155.t1	12	11	23	23	0	0	11	11
g2155.t2	0	0	0	0	0	0	0	0
g2156.t1	9	8	6	6	5	9	0	0
g2157.t1	0	0	0	0	0	0	0	0
g2158.t1	0	0	0	0	0	0	0	0
g2159.t1	4	9	0	0	8	2	0	0
g216.t1	0	0	0	0	0	0	0	0
g216.t2	0	0	5	5	0	0	3	3
g2160.t1	3	0	4	4	0	0	0	0
g2161.t1	0	0	0	0	0	0	0	0
g2162.t1	0	0	0	0	0	0	0	0
g2162.t2	0	0	0	0	0	0	0	0
g2162.t3	0	0	0	0	0	0	0	0
g2163.t1	4	4	0	0	3	7	0	0
g2164.t1	0	2	0	0	0	0	2	2
g2165.t1	0	20	9	9	10	2	0	0
g2166.t1	0	4	5	5	3	4	0	0
g2167.t1	0	0	0	0	0	0	0	0
g2167.t2	5	4	6	6	6	6	0	0
g2168.t1	4	0	0	0	0	0	0	0
g2168.t2	0	0	0	0	0	0	0	0
g2169.t1	0	0	0	0	0	0	0	0
g217.t1	0	3	0	0	0	0	0	0
g2170.t1	0	0	0	0	0	0	0	0
g2171.t1	0	0	2	2	0	0	0	0
g2172.t1	11	14	8	8	17	20	7	7
g2172.t2	0	0	0	0	0	0	0	0
g2172.t3	0	0	0	0	0	0	0	0
g2172.t4	0	0	0	0	0	0	0	0
g2173.t1	3	4	1	1	0	5	0	0
g2174.t1	13	0	4	4	0	0	2	2
g2174.t2	0	0	0	0	0	0	0	0
g2175.t1	0	0	0	0	0	0	0	0
g2176.t1	8	6	15	15	22	8	6	6
g2176.t2	0	0	0	0	0	0	9	9
g2176.t3	0	0	0	0	0	0	0	0
g2177.t1	1	0	0	0	0	0	3	3
g2178.t1	6	0	0	0	4	0	0	0
g2179.t1	0	0	0	0	0	7	0	0
g2179.t2	11	26	8	8	17	18	10	10
g2179.t3	0	0	0	0	0	0	0	0
g218.t1	0	0	0	0	0	0	0	0
g2180.t1	0	0	0	0	3	0	0	0
g2181.t1	0	0	0	0	7	8	0	0
g2182.t1	6	0	6	6	6	0	4	4
g2183.t1	0	0	0	0	0	0	0	0
g2184.t1	0	0	0	0	0	2	3	3
g2185.t1	0	4	0	0	2	6	8	8
g2186.t1	0	0	0	0	0	0	0	0
g2187.t1	8	10	6	6	7	6	5	5
g2188.t1	6	6	9	9	10	5	2	2
g2189.t1	0	0	0	0	0	0	0	0
g219.t1	0	0	0	0	0	0	0	0
g219.t2	4	0	5	5	5	0	8	8
g2190.t1	5	9	10	10	6	11	6	6
g2191.t1	0	0	0	0	0	0	0	0
g2192.t1	9	0	7	7	7	4	11	11
g2193.t1	15	11	9	9	0	10	13	13
g2194.t1	0	0	6	6	2	0	0	0
g2195.t1	8	8	4	4	8	0	4	4
g2196.t1	0	0	0	0	0	0	4	4
g2197.t1	0	0	0	0	0	0	0	0
g2198.t1	0	0	4	4	4	0	0	0
g2199.t1	4	0	4	4	3	10	0	0
g22.t1	0	0	0	0	0	0	0	0
g220.t1	4	12	14	14	0	0	10	10
g220.t2	0	0	0	0	0	0	0	0
g2200.t1	8	17	4	4	16	16	8	8
g2201.t1	0	0	0	0	4	0	0	0
g2201.t2	0	0	0	0	0	0	0	0
g2202.t1	0	71	19	19	0	0	0	0
g2202.t2	161	134	84	84	119	164	107	107
g2203.t1	6	2	0	0	0	0	0	0
g2204.t1	5	7	10	10	4	7	0	0
g2205.t1	1	0	0	0	0	0	0	0
g2206.t1	18	0	4	4	11	20	14	14
g2207.t1	5	16	12	12	23	22	15	15
g2208.t1	0	0	0	0	0	0	0	0
g2209.t1	0	0	0	0	0	0	0	0
g2209.t2	0	0	0	0	0	0	0	0
g221.t1	9	16	16	16	15	15	10	10
g2210.t1	0	0	0	0	0	0	0	0
g2210.t2	0	6	0	0	6	6	0	0
g2211.t1	0	0	0	0	0	0	0	0
