Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g4454	0	0	0	0	0	0	0	0
g4455	0	0	0	0	0	0	0	0
g4456	0	0	0	0	0	0	0	0
g4457	0	0	0	0	0	0	0	0
g4458	0	0	0	0	0	0	0	0
g4459	0	0	0	0	0	0	0	0
g446	0	0	0	0	0	0	0	0
g4460	0	0	0	0	0	0	0	0
g4461	5	18	2	2	13	10	3	3
g4462	13	0	6	6	9	0	15	15
g4463	0	0	0	0	0	0	0	0
g4464	0	0	0	0	0	0	0	0
g4465	0	0	0	0	0	0	0	0
g4466	0	0	0	0	0	0	0	0
g4467	13	8	12	12	20	14	18	18
g4468	0	0	0	0	0	0	0	0
g4469	0	0	0	0	0	0	0	0
g447	0	0	0	0	5	0	5	5
g4470	0	0	0	0	0	0	0	0
g4471	424	499	411	411	466	416	480	480
g4472	0	0	4	4	2	7	0	0
g4473	7	6	7	7	5	3	9	9
g4474	13	16	16	16	11	23	14	14
g4475	0	0	0	0	0	0	0	0
g4476	0	0	0	0	0	0	0	0
g4477	0	0	0	0	0	0	0	0
g4478	0	0	0	0	0	0	0	0
g4479	0	0	0	0	0	0	0	0
g448	6	10	0	0	2	16	3	3
g4480	0	0	0	0	0	0	0	0
g4481	0	0	0	0	0	0	0	0
g4482	4	0	0	0	2	0	5	5
g4483	0	0	0	0	0	0	0	0
g4484	120	93	100	100	89	143	105	105
g4485	0	0	0	0	0	2	0	0
g4486	0	0	0	0	0	0	0	0
g4487	4	0	0	0	5	0	0	0
g4488	0	0	0	0	0	3	0	0
g4489	0	8	0	0	4	0	0	0
g449	4	0	0	0	0	0	0	0
g4490	0	20	0	0	12	12	11	11
g4491	0	9	6	6	3	8	0	0
g4492	0	0	0	0	0	0	0	0
g4493	6	0	2	2	0	0	0	0
g4494	2	0	2	2	3	0	0	0
g4495	4	12	12	12	2	0	10	10
g4496	2	7	2	2	3	2	1	1
g4497	0	0	2	2	0	0	4	4
g4498	10	13	8	8	21	10	9	9
g4499	5	0	5	5	0	0	3	3
g45	0	0	0	0	0	0	0	0
g450	0	0	0	0	2	0	4	4
g4500	0	0	0	0	0	0	0	0
g4501	0	4	0	0	0	0	0	0
g4502	8	0	0	0	6	6	2	2
g4503	3	0	0	0	0	0	0	0
g4504	16	6	4	4	0	11	20	20
g4505	24	39	26	26	31	64	14	14
g4506	0	2	0	0	0	0	0	0
g4507	0	0	0	0	0	2	0	0
g4508	0	0	0	0	0	0	0	0
g4509	11	14	11	11	5	14	5	5
g451	4	0	0	0	8	4	0	0
g4510	0	0	0	0	0	0	0	0
g4511	0	0	0	0	0	0	0	0
g4512	0	6	4	4	0	4	0	0
g4513	0	0	0	0	0	0	0	0
g4514	0	0	0	0	0	0	0	0
g4515	8	16	14	14	20	14	15	15
g4516	11	16	8	8	5	0	9	9
g4517	0	0	5	5	0	0	2	2
g4518	0	10	13	13	9	5	7	7
g4519	6	5	5	5	0	17	4	4
g452	0	2	0	0	1	2	0	0
g4520	0	0	0	0	10	0	0	0
g4521	0	4	8	8	12	2	4	4
g4522	12	12	17	17	11	12	16	16
g4523	0	3	0	0	2	3	0	0
g4524	8	6	6	6	2	11	16	16
g4525	16	4	12	12	10	3	2	2
g4526	4	0	0	0	0	0	0	0
g4527	21	16	16	16	5	16	18	18
g4528	0	0	0	0	0	0	0	0
g4529	25	24	15	15	22	19	17	17
g453	2	11	0	0	0	8	0	0
g4530	0	0	0	0	4	0	0	0
g4531	6	5	0	0	0	0	0	0
g4532	13	14	10	10	11	13	18	18
g4533	0	4	2	2	0	4	0	0
g4534	15	5	14	14	12	9	7	7
g4535	244	213	225	225	248	180	217	217
g4536	0	0	0	0	6	6	0	0
g4537	0	0	0	0	3	0	0	0
g4538	0	2	0	0	0	0	2	2
g4539	0	0	0	0	0	0	0	0
g454	0	0	0	0	0	0	0	0
g4540	0	0	0	0	0	0	0	0
g4541	2	0	4	4	4	2	2	2
g4542	94	115	75	75	80	99	95	95
g4543	6	0	0	0	7	0	0	0
g4544	0	0	2	2	0	0	0	0
g4545	10	0	2	2	3	6	3	3
g4546	0	3	0	0	0	6	0	0
g4547	0	2	6	6	6	2	0	0
g4548	0	0	0	0	0	0	0	0
g4549	118	118	97	97	104	143	124	124
g455	0	0	4	4	0	0	0	0
g4550	3	0	8	8	0	3	0	0
g4551	5	14	10	10	14	6	18	18
g4552	12	8	20	20	8	0	10	10
g4553	0	0	0	0	0	0	0	0
g4554	43	44	36	36	42	47	61	61
g4555	0	0	0	0	0	0	0	0
g4556	12	15	8	8	22	10	10	10
g4557	2	0	10	10	15	8	11	11
g4558	0	0	0	0	0	0	0	0
g4559	2	0	0	0	0	0	4	4
g456	2	0	0	0	0	0	0	0
g4560	15	14	2	2	6	5	13	13
g4561	5	0	6	6	0	0	7	7
g4562	2	0	0	0	0	0	0	0
g4563	8	21	8	8	15	13	16	16
g4564	7	0	3	3	0	0	4	4
g4565	0	2	0	0	0	0	0	0
g4566	0	2	5	5	0	6	0	0
g4567	0	0	0	0	0	0	0	0
g4568	24	12	20	20	32	20	19	19
g4569	0	0	0	0	0	0	0	0
g457	0	7	4	4	4	2	0	0
g4570	282	267	219	219	215	272	209	209
g4571	0	0	0	0	0	4	3	3
g4572	0	3	0	0	0	0	0	0
g4573	0	0	0	0	0	0	0	0
g4574	7	3	12	12	0	0	0	0
g4575	0	0	0	0	0	0	0	0
g4576	11	0	9	9	11	17	6	6
g4577	20	6	9	9	6	11	16	16
g4578	0	0	0	0	0	0	0	0
g4579	4	2	5	5	0	4	0	0
g458	7	4	5	5	4	10	0	0
g4580	0	0	0	0	0	0	0	0
g4581	8	0	6	6	6	6	0	0
g4582	2	2	0	0	0	0	0	0
g4583	0	0	0	0	0	0	0	0
g4584	0	0	0	0	0	0	0	0
g4585	5	0	0	0	5	8	0	0
g4586	0	0	0	0	0	0	0	0
g4587	4	4	0	0	0	4	3	3
g4588	0	0	0	0	0	0	0	0
g4589	6	12	5	5	0	0	0	0
g459	0	2	2	2	3	0	0	0
g4590	14	16	29	29	22	10	26	26
g4591	0	2	0	0	0	0	0	0
g4592	11	14	4	4	11	4	4	4
g4593	0	0	3	3	5	0	0	0
g4594	15	10	25	25	14	16	8	8
g4595	0	0	0	0	0	0	0	0
g4596	55	28	46	46	30	49	46	46
g4597	0	0	0	0	0	0	0	0
g4598	0	0	0	0	0	0	0	0
g4599	0	0	1	1	0	0	0	0
g46	0	0	0	0	3	0	7	7
g460	13	28	15	15	20	14	8	8
g4600	6	0	11	11	4	8	0	0
g4601	0	0	0	0	4	0	0	0
g4602	0	0	0	0	0	0	0	0
g4603	0	0	0	0	0	0	0	0
g4604	0	0	0	0	0	0	0	0
g4605	0	0	0	0	0	0	0	0
g4606	0	0	0	0	0	0	0	0
g4607	0	0	0	0	2	0	0	0
g4608	0	0	0	0	0	0	0	0
g4609	0	0	0	0	0	0	0	0
g461	8	14	9	9	8	10	14	14
g4610	8	0	0	0	10	0	0	0
g4611	0	0	0	0	0	0	0	0
g4612	12	0	7	7	0	11	10	10
g4613	0	2	6	6	0	0	0	0
g4614	0	0	0	0	0	0	2	2
g4615	9	0	0	0	0	0	0	0
g4616	0	0	0	0	0	6	0	0
g4617	0	0	0	0	0	0	0	0
g4618	0	0	0	0	0	0	0	0
g4619	14	18	8	8	28	20	18	18
g462	0	0	0	0	0	0	0	0
g4620	0	0	0	0	0	0	0	0
g4621	11	8	0	0	0	13	10	10
g4622	0	0	0	0	4	0	0	0
g4623	15	16	8	8	12	13	5	5
g4624	0	0	0	0	7	0	2	2
g4625	8	4	6	6	0	0	6	6
g4626	16	25	20	20	17	39	19	19
g4627	8	5	0	0	2	6	0	0
g4628	0	0	0	0	0	0	0	0
g4629	0	3	0	0	0	1	0	0
g463	6	4	11	11	0	6	8	8
g4630	0	0	0	0	4	0	6	6
g4631	0	0	0	0	2	0	0	0
g4632	25	12	6	6	12	10	9	9
g4633	0	0	0	0	0	0	0	0
g4634	2	0	0	0	4	0	2	2
g4635	0	0	0	0	0	0	0	0
g4636	0	0	0	0	0	0	0	0
g4637	0	4	0	0	2	0	0	0
g4638	0	4	0	0	3	0	0	0
g4639	0	0	0	0	0	0	0	0
g464	0	2	0	0	0	0	0	0
g4640	0	0	0	0	0	0	0	0
g4641	0	0	0	0	0	0	0	0
g4642	32	43	39	39	29	25	26	26
g4643	0	7	0	0	8	4	0	0
g4644	0	0	3	3	0	0	0	0
g4645	4	0	0	0	0	0	0	0
g4646	6	0	6	6	0	4	0	0
g4647	0	2	0	0	2	2	0	0
g4648	0	4	0	0	5	3	11	11
g4649	0	5	0	0	0	0	0	0
g465	7	8	5	5	0	0	0	0
g4650	0	0	0	0	0	0	0	0
g4651	0	0	0	0	0	0	0	0
g4652	0	5	0	0	9	0	2	2
g4653	15	20	4	4	14	18	8	8
g4654	0	0	0	0	2	0	0	0
g4655	0	4	0	0	0	4	0	0
g4656	0	14	27	27	16	10	11	11
g4657	0	0	0	0	0	0	0	0
g4658	0	0	0	0	0	0	0	0
g4659	0	16	12	12	8	14	8	8
g466	2	0	0	0	0	0	0	0
g4660	4	7	2	2	4	15	13	13
g4661	7	6	0	0	3	6	0	0
g4662	9	10	4	4	0	7	0	0
g4663	0	0	0	0	0	0	0	0
g4664	0	0	0	0	0	0	0	0
g4665	0	0	0	0	0	0	0	0
g4666	0	0	0	0	0	0	0	0
g4667	0	0	0	0	0	0	0	0
g4668	0	0	0	0	0	0	0	0
g4669	0	0	0	0	0	0	0	0
g467	2	2	0	0	0	2	0	0
g4670	8	4	12	12	0	2	4	4
g4671	0	0	0	0	0	0	0	0
g4672	8	11	4	4	0	0	0	0
g4673	0	0	0	0	0	0	0	0
g4674	23	24	13	13	17	22	28	28
g4675	6	8	10	10	7	8	0	0
g4676	0	0	0	0	6	0	0	0
g4677	9	6	12	12	7	12	2	2
g4678	0	0	0	0	0	0	0	0
g4679	7	4	6	6	8	11	11	11
g468	4	0	2	2	8	0	4	4
g4680	0	0	3	3	0	0	0	0
g4681	4	24	10	10	0	5	10	10
g4682	5	6	3	3	14	6	4	4
g4683	395	389	361	361	359	420	434	434
g4684	25	43	36	36	38	36	37	37
g4685	0	0	0	0	4	0	0	0
g4686	0	0	0	0	0	0	0	0
g4687	3	4	6	6	8	4	17	17
g4688	0	0	0	0	0	0	0	0
g4689	0	0	0	0	0	0	0	0
g469	0	0	0	0	0	0	0	0
g4690	2	0	3	3	4	3	6	6
g4691	0	5	0	0	5	0	0	0
g4692	11	8	6	6	8	0	2	2
g4693	249	170	146	146	162	165	150	150
g4694	9	11	8	8	16	11	0	0
g4695	5	0	10	10	7	4	6	6
g4696	0	0	0	0	0	0	0	0
g4697	24	14	14	14	18	12	8	8
g4698	0	0	0	0	0	0	0	0
g4699	11	2	4	4	4	0	8	8
g47	0	2	0	0	0	2	0	0
g470	0	0	0	0	5	0	0	0
g4700	0	0	0	0	0	0	0	0
g4701	29	12	24	24	24	13	19	19
g4702	2	9	0	0	0	0	0	0
g4703	14	10	15	15	0	8	5	5
g4704	0	0	4	4	4	3	7	7
g4705	0	0	0	0	0	0	0	0
g4706	0	0	0	0	0	0	0	0
g4707	0	0	0	0	4	0	0	0
g4708	3	4	6	6	4	0	0	0
g4709	0	0	0	0	0	0	0	0
g471	0	6	0	0	0	5	8	8
g4710	0	0	0	0	0	0	0	0
g4711	0	0	0	0	0	0	0	0
g4712	0	1	0	0	0	0	0	0
g4713	98	116	119	119	120	109	128	128
g4714	0	5	6	6	0	0	0	0
g4715	0	0	2	2	12	4	0	0
g4716	0	0	4	4	0	8	2	2
g4717	0	0	0	0	0	0	0	0
g4718	0	0	0	0	0	0	0	0
g4719	0	0	0	0	0	0	0	0
g472	2	0	0	0	2	2	0	0
g4720	0	0	0	0	0	0	0	0
g4721	0	0	0	0	4	0	0	0
g4722	3	0	0	0	4	5	0	0
g4723	0	0	0	0	0	0	0	0
g4724	0	0	0	0	0	0	0	0
g4725	27	12	11	11	27	25	22	22
g4726	4	5	0	0	0	0	0	0
g4727	2	2	8	8	4	10	0	0
g4728	0	4	0	0	0	0	0	0
g4729	34	21	28	28	18	20	12	12
g473	0	0	2	2	0	0	0	0
g4730	5	0	2	2	6	7	0	0
g4731	0	0	0	0	0	0	0	0
g4732	6	9	4	4	10	13	4	4
g4733	4	0	5	5	0	0	0	0
g4734	4	0	0	0	0	2	17	17
g4735	2	2	5	5	0	0	2	2
g4736	8	0	3	3	0	6	0	0
g4737	4	11	7	7	0	18	0	0
g4738	0	0	0	0	0	0	0	0
g4739	13	30	0	0	10	4	20	20
g474	0	4	2	2	4	2	0	0
g4740	0	0	0	0	0	2	2	2
g4741	0	1	2	2	2	3	0	0
g4742	0	0	0	0	0	0	0	0
g4743	0	0	0	0	0	0	0	0
g4744	4	0	0	0	0	0	2	2
g4745	12	0	0	0	0	0	8	8
g4746	79	88	102	102	60	71	51	51
g4747	0	0	0	0	0	0	0	0
g4748	70	79	60	60	83	56	62	62
g4749	6	8	14	14	18	17	10	10
g475	3	2	0	0	0	0	4	4
g4750	11	10	0	0	0	0	11	11
g4751	0	0	0	0	0	0	0	0
g4752	0	0	0	0	0	0	0	0
g4753	0	0	3	3	0	0	0	0
g4754	0	0	0	0	0	2	2	2
g4755	0	0	3	3	4	6	0	0
g4756	14	11	24	24	12	6	10	10
g4757	0	0	0	0	0	0	0	0
g4758	0	0	0	0	0	0	0	0
g4759	26	34	16	16	16	18	26	26
g476	0	0	0	0	0	0	0	0
g4760	0	2	0	0	0	0	0	0
g4761	18	18	16	16	13	24	16	16
g4762	0	0	0	0	0	0	0	0
g4763	8	4	0	0	6	11	0	0
g4764	0	4	0	0	0	7	0	0
g4765	0	7	0	0	7	4	0	0
g4766	0	0	0	0	0	2	0	0
g4767	0	0	0	0	0	0	0	0
g4768	0	4	0	0	0	0	0	0
g4769	0	0	0	0	0	0	0	0
g477	0	2	0	0	0	0	0	0
g4770	8	13	5	5	9	9	6	6
g4771	0	0	0	0	0	0	0	0
g4772	0	0	0	0	0	0	0	0
g4773	5	0	0	0	0	0	2	2
g4774	130	110	70	70	127	100	80	80
g4775	5	7	0	0	0	5	0	0
g4776	6	0	6	6	4	0	0	0
g4777	4	0	6	6	0	7	0	0
g4778	0	0	0	0	0	0	0	0
g4779	0	0	0	0	0	0	0	0
g478	0	0	0	0	0	0	0	0
g4780	0	8	0	0	6	14	0	0
g4781	3	0	3	3	0	0	0	0
g4782	0	0	1	1	0	5	0	0
g4783	0	2	0	0	10	4	4	4
g4784	12	30	52	52	43	15	43	43
g4785	14	11	16	16	15	10	10	10
g4786	34	18	19	19	24	41	15	15
g4787	0	0	0	0	0	0	0	0
g4788	0	0	0	0	0	0	0	0
g4789	0	0	0	0	0	0	0	0
g479	0	0	0	0	0	6	0	0
g4790	0	0	5	5	0	14	0	0
g4791	13	0	0	0	7	6	0	0
g4792	18	13	5	5	4	17	13	13
g4793	568	693	589	589	619	559	619	619
g4794	3	5	4	4	6	0	0	0
g4795	2	0	6	6	3	0	0	0
g4796	0	0	0	0	0	0	2	2
g4797	23	36	18	18	26	41	25	25
g4798	15	9	7	7	13	14	16	16
g4799	0	0	0	0	0	0	0	0
g48	4	7	0	0	4	9	9	9
g480	0	0	3	3	0	0	0	0
g4800	0	0	3	3	0	4	0	0
g4801	0	0	0	0	0	0	0	0
g4802	0	0	0	0	0	0	2	2
g4803	0	5	0	0	0	0	4	4
g4804	0	0	0	0	0	0	4	4
g4805	4	0	11	11	0	7	4	4
g4806	2	0	0	0	0	0	0	0
g4807	0	2	10	10	8	8	0	0
g4808	0	0	0	0	0	0	0	0
g4809	3	0	0	0	0	0	0	0
g481	72	89	124	124	75	68	107	107
g4810	0	3	0	0	4	6	0	0
g4811	0	0	0	0	0	0	0	0
g4812	10	8	0	0	3	7	0	0
g4813	0	0	2	2	0	0	0	0
g4814	0	0	0	0	0	0	0	0
g4815	0	0	0	0	0	0	0	0
g4816	34	21	58	58	42	32	40	40
g4817	5	6	11	11	2	11	7	7
g4818	0	0	0	0	0	0	0	0
g4819	6	0	4	4	10	0	0	0
g482	0	0	0	0	0	0	0	0
g4820	2	0	0	0	0	2	0	0
g4821	0	0	7	7	4	0	0	0
g4822	0	0	0	0	0	0	0	0
g4823	17	20	23	23	12	23	4	4
g4824	14	24	12	12	22	21	25	25
g4825	0	0	0	0	12	0	0	0
g4826	10	10	3	3	0	8	4	4
g4827	6	0	4	4	0	0	0	0
g4828	0	0	0	0	0	2	0	0
g4829	2	6	0	0	0	0	0	0
g483	10	0	0	0	3	0	4	4
g4830	0	0	0	0	0	0	0	0
g4831	5	0	0	0	4	0	5	5
g4832	0	5	0	0	0	0	0	0
g4833	0	0	5	5	0	0	4	4
g4834	0	0	0	0	0	0	0	0
g4835	0	0	0	0	0	0	0	0
g4836	12	0	0	0	9	6	0	0
g4837	5	0	0	0	0	0	0	0
g4838	0	0	0	0	0	0	0	0
g4839	4	0	0	0	0	0	0	0
g484	0	0	5	5	3	3	0	0
g4840	0	0	0	0	0	0	0	0
g4841	0	0	0	0	0	0	0	0
g4842	2	0	7	7	4	14	2	2
g4843	4	3	9	9	7	5	0	0
g4844	10	8	2	2	8	12	6	6
g4845	0	5	7	7	3	5	9	9
g4846	0	0	0	0	0	0	0	0
g4847	2	2	0	0	0	0	0	0
g4848	5	2	2	2	4	8	0	0
g4849	8	0	0	0	0	6	0	0
g485	52	42	33	33	43	58	43	43
g4850	0	13	7	7	0	0	4	4
g4851	0	0	0	0	0	0	0	0
g4852	0	0	0	0	0	0	0	0
g4853	0	0	0	0	0	0	0	0
g4854	0	0	0	0	0	0	0	0
g4855	0	0	0	0	0	0	0	0
g4856	0	0	0	0	0	0	0	0
g4857	0	0	0	0	0	0	0	0
g4858	0	0	0	0	0	0	0	0
g4859	0	0	0	0	0	0	0	0
g486	25	24	11	11	16	9	9	9
g4860	0	0	0	0	0	0	0	0
g4861	0	0	0	0	0	0	0	0
g4862	0	0	0	0	0	0	0	0
g4863	0	0	0	0	0	0	0	0
g4864	0	0	0	0	0	0	0	0
g4865	0	0	1	1	0	0	0	0
g4866	0	0	0	0	0	0	0	0
g4867	0	0	0	0	0	0	0	0
g4868	0	0	0	0	0	0	0	0
g4869	0	0	1	1	0	0	0	0
g487	0	0	0	0	0	0	0	0
g4870	0	0	0	0	0	0	0	0
g4871	0	0	1	1	0	0	0	0
g4872	0	0	0	0	0	0	0	0
g4873	0	0	0	0	0	0	0	0
g4874	0	0	0	0	0	0	0	0
g4875	0	0	0	0	0	0	0	0
g4876	0	0	0	0	0	0	0	0
g4877	0	0	0	0	0	0	0	0
g4878	0	0	0	0	0	0	0	0
g4879	0	0	0	0	0	0	0	0
g488	6	4	2	2	0	4	7	7
g4880	7	2	0	0	2	0	3	3
g4881	0	2	0	0	0	0	0	0
g4882	0	0	0	0	0	0	3	3
g4883	0	0	0	0	0	0	0	0
g4884	0	3	0	0	0	3	2	2
g4885	0	0	0	0	0	0	0	0
g4886	5	0	0	0	10	0	0	0
g4887	0	6	3	3	0	6	0	0
g4888	6	3	8	8	0	14	0	0
g4889	0	4	0	0	3	0	7	7
g489	16	6	13	13	20	0	18	18
g4890	1	0	9	9	7	2	8	8
g4891	0	0	0	0	0	0	0	0
g4892	0	0	0	0	0	0	0	0
g4893	0	0	0	0	0	0	0	0
g4894	0	0	0	0	0	3	0	0
g4895	16	17	9	9	19	8	10	10
g4896	18	6	13	13	24	24	27	27
g4897	0	10	0	0	0	8	0	0
g4898	0	0	0	0	0	0	0	0
g4899	0	0	0	0	0	0	0	0
g49	0	0	4	4	0	6	5	5
g490	9	17	10	10	18	14	21	21
g4900	741	440	350	350	495	599	289	289
g4901	213	121	137	137	177	134	141	141
g4902	0	0	0	0	0	0	0	0
g4903	15	0	10	10	13	8	0	0
g4904	0	0	0	0	0	0	7	7
g4905	33	34	27	27	18	26	41	41
g4906	0	0	0	0	0	0	0	0
g4907	0	0	0	0	0	0	0	0
g4908	0	0	0	0	0	0	0	0
g4909	0	0	0	0	0	3	0	0
g491	3	7	11	11	11	0	8	8
g4910	0	0	0	0	0	0	0	0
g4911	0	0	0	0	0	0	0	0
g4912	3	7	0	0	4	0	5	5
g4913	1	0	0	0	0	0	0	0
g4914	6	0	6	6	0	4	0	0
g4915	0	0	0	0	0	0	0	0
g4916	10	16	16	16	8	12	12	12
g4917	0	0	0	0	0	0	0	0
g4918	12	4	4	4	0	5	7	7
g4919	2	0	2	2	2	7	0	0
g492	0	0	0	0	0	0	0	0
g4920	0	0	0	0	0	0	0	0
g4921	0	0	2	2	0	0	0	0
g4922	22	23	30	30	33	24	43	43
g4923	0	3	4	4	3	0	0	0
g4924	0	3	0	0	12	8	8	8
g4925	4	6	3	3	14	0	0	0
g4926	0	0	0	0	0	4	3	3
g4927	3	0	12	12	0	5	0	0
g4928	0	0	0	0	0	0	0	0
g4929	0	0	0	0	0	0	0	0
g493	0	0	0	0	0	0	0	0
g4930	3	0	0	0	0	0	0	0
g4931	21	14	4	4	12	10	20	20
g4932	2	0	2	2	0	0	0	0
g4933	29	29	12	12	28	28	22	22
g4934	0	0	6	6	0	0	0	0
g4935	4	0	4	4	0	0	0	0
g4936	0	0	0	0	0	0	0	0
g4937	0	0	2	2	0	2	0	0
g4938	0	0	0	0	4	0	0	0
g4939	0	0	0	0	0	0	0	0
g494	0	0	0	0	0	0	0	0
g4940	0	0	0	0	0	0	0	0
g4941	0	0	0	0	0	0	0	0
g4942	0	0	0	0	0	0	0	0
g4943	0	0	0	0	0	0	0	0
g4944	2	2	5	5	2	2	0	0
g4945	53	38	58	58	45	35	43	43
g4946	7	5	0	0	0	2	5	5
g4947	0	0	2	2	6	0	0	0
g4948	0	0	0	0	0	0	0	0
g4949	55	31	42	42	12	42	46	46
g495	0	0	0	0	0	0	0	0
g4950	0	0	0	0	4	0	0	0
g4951	0	4	0	0	0	0	0	0
g4952	0	6	2	2	0	0	0	0
g4953	0	0	0	0	0	0	0	0
g4954	0	0	0	0	0	0	0	0
g4955	0	0	0	0	2	0	0	0
g4956	0	0	0	0	0	0	0	0
g4957	2	10	5	5	6	6	8	8
g4958	0	0	0	0	0	4	7	7
g4959	0	0	0	0	0	3	0	0
g496	0	0	0	0	0	0	0	0
g4960	0	0	0	0	0	0	0	0
g4961	25	27	23	23	27	23	34	34
g4962	17	6	12	12	13	16	8	8
g4963	0	0	0	0	2	3	0	0
g4964	0	0	0	0	0	0	0	0
g4965	6	2	8	8	10	11	19	19
g4966	0	0	9	9	8	6	8	8
g4967	7	0	2	2	10	4	6	6
g4968	15	18	16	16	27	25	19	19
g4969	0	0	0	0	0	0	0	0
g497	0	0	0	0	0	0	0	0
g4970	0	0	9	9	5	0	0	0
g4971	0	0	0	0	0	0	0	0
g4972	0	0	0	0	0	0	0	0
g4973	0	0	2	2	0	2	0	0
g4974	0	0	0	0	0	0	0	0
g4975	6	12	7	7	10	10	13	13
g4976	0	0	14	14	9	5	5	5
g4977	9	0	0	0	0	6	7	7
g4978	0	0	0	0	0	6	8	8
g4979	8	6	0	0	0	2	0	0
g498	0	0	0	0	0	0	0	0
g4980	0	0	5	5	6	0	0	0
g4981	0	0	0	0	0	0	0	0
g4982	0	12	18	18	16	18	17	17
g4983	5	3	0	0	0	5	3	3
g4984	5	2	0	0	2	2	5	5
g4985	0	0	0	0	0	0	19	19
g4986	114	128	92	92	170	144	115	115
g4987	13	9	6	6	8	2	9	9
g4988	9	0	5	5	6	4	17	17
g4989	0	0	0	0	2	2	0	0
g499	0	0	0	0	0	0	0	0
g4990	7	0	1	1	5	2	3	3
g4991	0	0	0	0	0	4	3	3
g4992	13	15	9	9	5	9	6	6
g4993	0	4	4	4	4	5	4	4
g4994	10	0	14	14	10	14	8	8
g4995	0	0	0	0	0	0	0	0
g4996	0	4	0	0	8	0	0	0
g4997	2	0	0	0	0	0	0	0
g4998	0	3	8	8	0	8	0	0
g4999	0	0	0	0	4	10	0	0
g5	0	0	0	0	0	0	0	0
g50	0	0	0	0	0	0	0	0
g500	10	10	4	4	7	2	0	0
g5000	0	9	4	4	0	8	8	8
g5001	0	4	0	0	0	0	0	0
g5002	0	0	0	0	0	0	10	10
g5003	6	6	0	0	12	17	9	9
g5004	4	11	9	9	9	4	15	15
g5005	13	16	9	9	14	0	17	17
g5006	0	0	0	0	0	0	0	0
g5007	4	0	3	3	4	7	2	2
g5008	0	13	3	3	4	5	3	3
g5009	0	0	0	0	0	0	0	0
g501	0	0	0	0	0	0	0	0
g5010	0	2	0	0	0	0	0	0
g5011	6	4	0	0	6	0	0	0
g5012	0	0	0	0	0	1	1	1
g5013	15	12	30	30	14	13	23	23
g5014	0	0	0	0	0	0	0	0
g5015	10	6	0	0	0	5	0	0
g5016	4	10	29	29	26	37	20	20
g5017	0	0	0	0	0	0	0	0
g5018	10	11	7	7	0	0	6	6
g5019	4	11	0	0	9	4	2	2
g502	0	0	0	0	0	0	0	0
g5020	2	2	0	0	0	2	0	0
g5021	0	0	0	0	0	0	0	0
g5022	10	9	15	15	4	14	14	14
g5023	0	0	0	0	0	0	4	4
g5024	5	10	5	5	2	25	4	4
g5025	0	0	1	1	0	0	0	0
g5026	0	0	0	0	0	0	0	0
g5027	6	10	8	8	0	0	11	11
g5028	17	23	18	18	17	16	11	11
g5029	10	9	9	9	15	10	17	17
g503	0	0	0	0	0	0	0	0
g5030	10	10	6	6	8	10	4	4
g5031	14	10	15	15	13	7	11	11
g5032	4	3	0	0	4	4	0	0
g5033	0	0	0	0	0	0	0	0
g5034	0	1	0	0	0	0	0	0
g5035	0	0	0	0	0	0	0	0
g5036	0	0	0	0	0	0	0	0
g5037	0	0	0	0	0	0	0	0
g5038	0	1	0	0	0	0	0	0
g5039	0	0	0	0	0	0	0	0
g504	0	0	0	0	0	0	0	0
g5040	0	0	0	0	0	0	0	0
g5041	4	0	0	0	0	0	4	4
g5042	16	5	13	13	15	9	14	14
g5043	0	0	4	4	1	0	9	9
g5044	0	0	5	5	0	0	2	2
g5045	8	7	10	10	6	0	5	5
g5046	4	11	9	9	15	4	4	4
g5047	6	4	6	6	6	0	0	0
g5048	0	0	10	10	0	0	16	16
g5049	0	0	0	0	0	0	0	0
g505	0	2	0	0	0	0	0	0
g5050	0	4	0	0	0	0	0	0
g5051	34	15	13	13	2	11	0	0
g5052	4	2	0	0	2	0	0	0
g5053	0	6	0	0	0	12	0	0
g5054	4	0	0	0	0	0	0	0
g5055	12	4	0	0	0	7	2	2
g5056	0	0	0	0	0	0	0	0
g5057	7	0	3	3	10	4	7	7
g5058	0	0	0	0	0	0	0	0
g5059	0	0	0	0	4	6	0	0
g506	10	8	3	3	0	8	0	0
g5060	17	0	7	7	6	9	14	14
g5061	0	0	0	0	0	2	5	5
g5062	10	0	0	0	3	8	0	0
g5063	10	16	7	7	7	0	8	8
g5064	7	0	0	0	0	4	0	0
g5065	6	0	5	5	8	4	2	2
g5066	0	0	2	2	0	0	6	6
g5067	2	0	0	0	6	0	0	0
g5068	0	2	4	4	0	12	0	0
g5069	0	0	0	0	0	0	0	0
g507	0	0	0	0	0	0	0	0
g5070	0	0	0	0	3	0	0	0
g5071	0	8	0	0	3	0	0	0
g5072	0	0	2	2	0	0	4	4
g5073	0	7	6	6	4	8	0	0
g5074	0	0	3	3	0	0	0	0
g5075	23	30	23	23	28	17	27	27
g5076	0	0	0	0	0	0	0	0
g5077	0	0	0	0	0	0	0	0
g5078	0	2	0	0	0	0	1	1
g5079	0	0	0	0	0	0	0	0
g508	0	0	0	0	0	0	0	0
g5080	0	0	0	0	0	0	0	0
g5081	2	0	0	0	0	6	0	0
